amount,merchantName,transactionType,paymentMethod,deviceType,location,currency,hourOfDay,isWeekend,fraud
40634,Reliance Digital,Transfer,Debit Card,Tablet,Delhi,INR,3,0,1
29311,Flipkart,Purchase,Credit Card,Mobile,Bangalore,INR,4,0,1
41704,Myntra,Transfer,Debit Card,Mobile,Mumbai,INR,12,0,1
27696,Flipkart,Withdrawal,Wallet,Tablet,Chennai,INR,2,0,0
22536,Swiggy,Purchase,Debit Card,Tablet,Bangalore,INR,14,1,0
37679,Myntra,Withdrawal,Wallet,Tablet,Delhi,INR,7,0,0
49736,Swiggy,Purchase,UPI,Desktop,Delhi,INR,17,1,1
36078,Swiggy,Deposit,Net Banking,Mobile,Delhi,INR,7,1,0
7111,Flipkart,Withdrawal,Net Banking,Desktop,Hyderabad,INR,4,1,1
46344,Zomato,Transfer,UPI,Mobile,Delhi,INR,2,0,1
25887,Reliance Digital,Purchase,UPI,Desktop,Chennai,INR,7,0,0
29500,Myntra,Purchase,Wallet,Desktop,Bangalore,INR,11,1,0
4849,Flipkart,Transfer,Credit Card,Desktop,Chennai,INR,13,1,0
10702,Myntra,Withdrawal,Credit Card,Mobile,Delhi,INR,14,0,0
31673,Myntra,Transfer,Debit Card,Desktop,Mumbai,INR,0,0,1
15125,Swiggy,Deposit,Wallet,Mobile,Chennai,INR,9,1,0
49996,Myntra,Withdrawal,Debit Card,Mobile,Chennai,INR,0,1,1
19735,Reliance Digital,Deposit,Wallet,Mobile,Hyderabad,INR,15,0,0
33913,Flipkart,Purchase,Wallet,Desktop,Hyderabad,INR,23,1,1
42804,Zomato,Transfer,Credit Card,Mobile,Mumbai,INR,19,0,1
22707,Swiggy,Purchase,Credit Card,Mobile,Delhi,INR,23,0,0
34967,Myntra,Withdrawal,UPI,Mobile,Chennai,INR,19,1,1
22048,Amazon India,Withdrawal,Debit Card,Desktop,Bangalore,INR,17,0,0
44708,Amazon India,Transfer,Wallet,Tablet,Hyderabad,INR,16,1,1
47430,Myntra,Withdrawal,Wallet,Tablet,Hyderabad,INR,7,1,0
31698,Zomato,Purchase,Net Banking,Mobile,Delhi,INR,23,0,0
3738,Zomato,Deposit,Wallet,Mobile,Chennai,INR,0,0,0
31154,Reliance Digital,Transfer,UPI,Desktop,Mumbai,INR,13,0,1
7597,Myntra,Purchase,UPI,Desktop,Chennai,INR,13,0,0
45255,Swiggy,Deposit,Wallet,Tablet,Bangalore,INR,15,1,1
5575,Zomato,Withdrawal,Credit Card,Tablet,Bangalore,INR,22,1,0
37192,Flipkart,Purchase,Net Banking,Desktop,Delhi,INR,13,0,0
1218,Flipkart,Deposit,Debit Card,Tablet,Mumbai,INR,13,1,0
2712,Amazon India,Withdrawal,Net Banking,Tablet,Chennai,INR,8,0,0
663,Reliance Digital,Withdrawal,Debit Card,Desktop,Hyderabad,INR,23,1,0
39852,Zomato,Transfer,Wallet,Tablet,Mumbai,INR,10,1,1
20855,Swiggy,Deposit,UPI,Tablet,Hyderabad,INR,9,0,0
13513,Myntra,Transfer,Debit Card,Mobile,Chennai,INR,18,1,0
2873,Reliance Digital,Withdrawal,Net Banking,Tablet,Chennai,INR,11,0,0
1542,Flipkart,Withdrawal,Net Banking,Desktop,Hyderabad,INR,15,1,0
42597,Amazon India,Deposit,Net Banking,Tablet,Mumbai,INR,11,1,0
14153,Myntra,Purchase,Debit Card,Mobile,Hyderabad,INR,18,1,0
32898,Reliance Digital,Transfer,Net Banking,Mobile,Hyderabad,INR,7,0,0
31668,Flipkart,Purchase,Wallet,Mobile,Delhi,INR,1,0,1
18406,Zomato,Withdrawal,Wallet,Desktop,Bangalore,INR,10,0,0
36923,Amazon India,Withdrawal,Net Banking,Desktop,Hyderabad,INR,19,0,1
24897,Amazon India,Purchase,Credit Card,Desktop,Hyderabad,INR,20,0,0
110,Amazon India,Withdrawal,UPI,Mobile,Delhi,INR,8,0,0
34117,Myntra,Withdrawal,Credit Card,Desktop,Bangalore,INR,1,1,1
49321,Flipkart,Transfer,Net Banking,Desktop,Mumbai,INR,20,1,1
14715,Zomato,Deposit,Debit Card,Mobile,Chennai,INR,1,0,0
44252,Zomato,Withdrawal,Credit Card,Desktop,Hyderabad,INR,5,1,1
40860,Reliance Digital,Withdrawal,Net Banking,Desktop,Delhi,INR,9,1,0
21698,Amazon India,Withdrawal,Wallet,Tablet,Chennai,INR,0,1,0
12524,Swiggy,Transfer,Credit Card,Desktop,Chennai,INR,2,0,1
41604,Amazon India,Transfer,Credit Card,Mobile,Mumbai,INR,12,1,1
8029,Flipkart,Deposit,UPI,Desktop,Chennai,INR,10,1,0
30517,Flipkart,Purchase,Credit Card,Tablet,Mumbai,INR,7,1,1
32413,Reliance Digital,Transfer,Wallet,Desktop,Chennai,INR,18,1,1
19313,Zomato,Purchase,Wallet,Tablet,Hyderabad,INR,21,0,0
6224,Flipkart,Withdrawal,Net Banking,Desktop,Mumbai,INR,17,0,0
12851,Amazon India,Purchase,Wallet,Desktop,Hyderabad,INR,5,1,0
4083,Flipkart,Withdrawal,Net Banking,Tablet,Mumbai,INR,12,0,0
9534,Amazon India,Purchase,Net Banking,Mobile,Hyderabad,INR,17,0,0
31426,Myntra,Deposit,Net Banking,Tablet,Hyderabad,INR,9,0,0
43631,Zomato,Purchase,Credit Card,Tablet,Mumbai,INR,20,0,1
22067,Myntra,Withdrawal,Wallet,Tablet,Bangalore,INR,5,0,0
5800,Reliance Digital,Withdrawal,UPI,Tablet,Bangalore,INR,19,0,0
14993,Amazon India,Withdrawal,Credit Card,Tablet,Delhi,INR,13,0,0
19518,Zomato,Withdrawal,UPI,Tablet,Hyderabad,INR,12,0,0
13479,Myntra,Deposit,Credit Card,Mobile,Bangalore,INR,22,0,0
14127,Zomato,Purchase,Debit Card,Mobile,Delhi,INR,5,1,0
7432,Reliance Digital,Purchase,Wallet,Tablet,Bangalore,INR,12,1,0
26331,Amazon India,Purchase,UPI,Desktop,Delhi,INR,2,0,0
22112,Swiggy,Transfer,Wallet,Mobile,Mumbai,INR,21,1,0
31017,Reliance Digital,Purchase,Wallet,Tablet,Chennai,INR,19,0,0
24539,Reliance Digital,Deposit,UPI,Tablet,Hyderabad,INR,16,0,0
34817,Swiggy,Purchase,UPI,Desktop,Mumbai,INR,8,0,0
45255,Reliance Digital,Withdrawal,Net Banking,Tablet,Delhi,INR,5,1,0
14651,Amazon India,Withdrawal,Net Banking,Mobile,Chennai,INR,4,0,0
37759,Reliance Digital,Deposit,UPI,Tablet,Hyderabad,INR,0,0,1
28765,Reliance Digital,Purchase,Credit Card,Mobile,Hyderabad,INR,8,0,0
44943,Zomato,Deposit,Credit Card,Mobile,Mumbai,INR,20,0,1
12441,Reliance Digital,Withdrawal,Debit Card,Desktop,Mumbai,INR,17,1,0
29114,Amazon India,Withdrawal,Credit Card,Desktop,Delhi,INR,14,1,0
41649,Amazon India,Deposit,Net Banking,Desktop,Bangalore,INR,9,0,1
38527,Amazon India,Deposit,Net Banking,Tablet,Mumbai,INR,3,1,1
20153,Amazon India,Withdrawal,Wallet,Desktop,Delhi,INR,23,1,0
22722,Zomato,Deposit,UPI,Mobile,Mumbai,INR,16,0,0
33705,Flipkart,Purchase,UPI,Tablet,Bangalore,INR,1,1,1
24177,Reliance Digital,Transfer,Credit Card,Tablet,Hyderabad,INR,20,0,0
29707,Flipkart,Transfer,Credit Card,Mobile,Delhi,INR,21,0,1
17176,Swiggy,Transfer,Debit Card,Tablet,Bangalore,INR,16,0,0
23542,Reliance Digital,Deposit,Debit Card,Mobile,Delhi,INR,8,1,0
29297,Zomato,Transfer,UPI,Tablet,Bangalore,INR,8,0,0
15931,Amazon India,Purchase,Credit Card,Mobile,Delhi,INR,19,1,0
45407,Flipkart,Purchase,UPI,Desktop,Hyderabad,INR,5,0,1
42047,Reliance Digital,Purchase,UPI,Mobile,Bangalore,INR,8,1,1
36509,Swiggy,Withdrawal,Debit Card,Tablet,Delhi,INR,3,0,1
39994,Zomato,Deposit,Debit Card,Desktop,Delhi,INR,13,1,1
49188,Flipkart,Withdrawal,UPI,Tablet,Mumbai,INR,15,0,0
17790,Zomato,Deposit,Debit Card,Desktop,Chennai,INR,20,0,0
29948,Reliance Digital,Purchase,Net Banking,Tablet,Hyderabad,INR,17,1,0
33412,Amazon India,Deposit,Credit Card,Tablet,Mumbai,INR,17,0,1
2439,Myntra,Purchase,Credit Card,Mobile,Mumbai,INR,16,1,0
25588,Myntra,Withdrawal,Credit Card,Desktop,Mumbai,INR,23,0,0
5024,Myntra,Deposit,Credit Card,Mobile,Delhi,INR,8,0,0
13653,Myntra,Transfer,Wallet,Mobile,Chennai,INR,7,1,0
32618,Zomato,Deposit,Credit Card,Mobile,Bangalore,INR,5,0,0
1067,Swiggy,Purchase,Net Banking,Tablet,Delhi,INR,14,0,0
5463,Zomato,Purchase,Credit Card,Mobile,Mumbai,INR,21,1,0
18925,Myntra,Withdrawal,Wallet,Mobile,Hyderabad,INR,21,1,0
28098,Reliance Digital,Deposit,Credit Card,Tablet,Bangalore,INR,1,0,0
1825,Amazon India,Withdrawal,Wallet,Tablet,Hyderabad,INR,0,1,0
20502,Amazon India,Deposit,Net Banking,Desktop,Bangalore,INR,16,1,0
26005,Zomato,Purchase,Credit Card,Tablet,Hyderabad,INR,16,0,0
9717,Reliance Digital,Withdrawal,UPI,Mobile,Delhi,INR,15,0,0
25800,Myntra,Withdrawal,Net Banking,Desktop,Delhi,INR,3,0,0
2242,Myntra,Withdrawal,Credit Card,Tablet,Mumbai,INR,12,1,0
14651,Reliance Digital,Purchase,Credit Card,Desktop,Delhi,INR,4,0,1
49095,Flipkart,Purchase,Debit Card,Desktop,Hyderabad,INR,13,1,1
47667,Myntra,Deposit,Credit Card,Tablet,Chennai,INR,10,1,1
19055,Amazon India,Transfer,Wallet,Mobile,Chennai,INR,20,1,1
16413,Reliance Digital,Transfer,Net Banking,Desktop,Bangalore,INR,7,0,0
2940,Amazon India,Deposit,UPI,Desktop,Bangalore,INR,0,1,1
37672,Flipkart,Purchase,Debit Card,Desktop,Bangalore,INR,13,1,1
14856,Myntra,Deposit,Net Banking,Mobile,Bangalore,INR,2,1,0
23241,Reliance Digital,Deposit,Net Banking,Mobile,Hyderabad,INR,9,0,0
39441,Swiggy,Deposit,UPI,Tablet,Mumbai,INR,6,0,0
32546,Amazon India,Transfer,Wallet,Tablet,Chennai,INR,8,0,1
33656,Zomato,Withdrawal,UPI,Mobile,Chennai,INR,6,0,0
40876,Amazon India,Transfer,Wallet,Tablet,Hyderabad,INR,21,1,1
8373,Amazon India,Transfer,Net Banking,Mobile,Bangalore,INR,16,1,0
23896,Myntra,Purchase,Credit Card,Mobile,Bangalore,INR,10,1,0
2504,Reliance Digital,Purchase,Debit Card,Desktop,Mumbai,INR,0,1,0
32495,Flipkart,Transfer,Net Banking,Tablet,Mumbai,INR,22,0,1
27855,Zomato,Transfer,UPI,Tablet,Hyderabad,INR,18,1,0
2515,Flipkart,Withdrawal,UPI,Mobile,Bangalore,INR,15,1,0
14321,Amazon India,Purchase,Debit Card,Tablet,Delhi,INR,0,0,0
6341,Reliance Digital,Purchase,Wallet,Tablet,Mumbai,INR,23,0,0
46268,Amazon India,Purchase,UPI,Mobile,Bangalore,INR,5,1,1
44131,Flipkart,Transfer,Net Banking,Tablet,Delhi,INR,8,1,1
23126,Swiggy,Deposit,Net Banking,Desktop,Chennai,INR,12,0,0
29672,Flipkart,Deposit,UPI,Tablet,Delhi,INR,22,0,0
7619,Amazon India,Withdrawal,Wallet,Tablet,Hyderabad,INR,16,1,0
19949,Zomato,Transfer,Net Banking,Desktop,Mumbai,INR,19,0,0
26962,Reliance Digital,Purchase,Credit Card,Mobile,Mumbai,INR,11,0,0
28836,Reliance Digital,Withdrawal,UPI,Tablet,Chennai,INR,23,1,0
39380,Reliance Digital,Deposit,Net Banking,Mobile,Mumbai,INR,19,1,0
6280,Flipkart,Withdrawal,Debit Card,Desktop,Chennai,INR,15,1,0
33393,Swiggy,Transfer,Credit Card,Mobile,Hyderabad,INR,4,1,1
13802,Reliance Digital,Deposit,Wallet,Mobile,Bangalore,INR,11,0,0
7303,Flipkart,Withdrawal,Wallet,Mobile,Delhi,INR,16,1,0
29434,Swiggy,Deposit,Debit Card,Mobile,Hyderabad,INR,8,1,0
30105,Reliance Digital,Transfer,Credit Card,Mobile,Chennai,INR,16,0,1
42958,Myntra,Transfer,Debit Card,Desktop,Delhi,INR,6,1,1
11009,Swiggy,Purchase,Wallet,Desktop,Bangalore,INR,14,0,0
31537,Amazon India,Deposit,Net Banking,Desktop,Bangalore,INR,23,1,0
31398,Swiggy,Deposit,Credit Card,Tablet,Chennai,INR,1,0,1
1300,Flipkart,Transfer,UPI,Mobile,Mumbai,INR,17,1,1
34193,Swiggy,Transfer,Debit Card,Tablet,Delhi,INR,3,1,1
3226,Amazon India,Purchase,Wallet,Mobile,Bangalore,INR,19,0,0
20517,Reliance Digital,Purchase,Credit Card,Desktop,Chennai,INR,7,1,0
2825,Amazon India,Deposit,Debit Card,Desktop,Bangalore,INR,6,0,0
16483,Amazon India,Deposit,Net Banking,Desktop,Hyderabad,INR,16,0,0
20368,Amazon India,Deposit,Net Banking,Mobile,Hyderabad,INR,20,0,0
31550,Myntra,Withdrawal,Debit Card,Desktop,Delhi,INR,10,1,1
15973,Flipkart,Transfer,Wallet,Tablet,Mumbai,INR,2,1,0
1314,Amazon India,Transfer,UPI,Mobile,Hyderabad,INR,4,1,1
30857,Zomato,Withdrawal,UPI,Tablet,Hyderabad,INR,17,0,0
24239,Amazon India,Deposit,UPI,Mobile,Bangalore,INR,8,0,0
12645,Myntra,Purchase,Wallet,Desktop,Bangalore,INR,21,0,0
6013,Zomato,Transfer,UPI,Tablet,Chennai,INR,20,1,0
44093,Amazon India,Purchase,Wallet,Mobile,Hyderabad,INR,4,1,0
33060,Reliance Digital,Deposit,Wallet,Mobile,Chennai,INR,15,1,1
8771,Zomato,Withdrawal,Credit Card,Mobile,Chennai,INR,15,0,0
24224,Reliance Digital,Purchase,Net Banking,Desktop,Chennai,INR,3,1,1
41023,Swiggy,Deposit,Net Banking,Desktop,Hyderabad,INR,9,1,0
29867,Swiggy,Deposit,UPI,Tablet,Bangalore,INR,1,1,0
32335,Reliance Digital,Withdrawal,Wallet,Desktop,Bangalore,INR,12,0,1
19055,Zomato,Withdrawal,UPI,Desktop,Chennai,INR,3,0,0
14439,Flipkart,Purchase,UPI,Tablet,Delhi,INR,2,0,0
39424,Amazon India,Purchase,Debit Card,Desktop,Bangalore,INR,1,0,1
3567,Zomato,Purchase,UPI,Tablet,Mumbai,INR,4,0,0
36912,Reliance Digital,Purchase,UPI,Mobile,Hyderabad,INR,21,1,0
10317,Reliance Digital,Transfer,Debit Card,Mobile,Bangalore,INR,17,1,0
39251,Reliance Digital,Transfer,Debit Card,Mobile,Chennai,INR,10,0,0
36368,Reliance Digital,Withdrawal,Debit Card,Mobile,Mumbai,INR,3,0,1
28713,Reliance Digital,Transfer,Net Banking,Desktop,Chennai,INR,23,1,0
14257,Swiggy,Deposit,Debit Card,Desktop,Bangalore,INR,3,0,0
43308,Swiggy,Deposit,UPI,Mobile,Hyderabad,INR,9,1,0
45697,Amazon India,Withdrawal,UPI,Tablet,Hyderabad,INR,0,0,1
22265,Flipkart,Withdrawal,Wallet,Tablet,Mumbai,INR,9,0,0
3207,Zomato,Transfer,Wallet,Mobile,Chennai,INR,16,0,0
48110,Flipkart,Deposit,UPI,Mobile,Chennai,INR,3,0,1
49286,Reliance Digital,Withdrawal,Net Banking,Mobile,Delhi,INR,19,0,0
39714,Swiggy,Withdrawal,Credit Card,Mobile,Hyderabad,INR,4,1,1
38156,Swiggy,Purchase,Debit Card,Desktop,Hyderabad,INR,14,0,0
19609,Amazon India,Deposit,UPI,Tablet,Mumbai,INR,15,0,0
43024,Zomato,Transfer,Wallet,Desktop,Delhi,INR,15,1,1
1751,Flipkart,Transfer,Wallet,Desktop,Mumbai,INR,4,1,1
46848,Zomato,Deposit,Debit Card,Desktop,Delhi,INR,15,0,0
19854,Myntra,Transfer,Net Banking,Mobile,Hyderabad,INR,5,1,0
9646,Reliance Digital,Deposit,Debit Card,Mobile,Chennai,INR,7,1,0
49303,Amazon India,Withdrawal,Net Banking,Mobile,Bangalore,INR,11,0,0
4329,Flipkart,Transfer,Wallet,Desktop,Bangalore,INR,4,0,0
47634,Myntra,Purchase,Credit Card,Desktop,Hyderabad,INR,1,0,1
23744,Swiggy,Deposit,Wallet,Mobile,Bangalore,INR,3,1,0
3431,Myntra,Deposit,Credit Card,Tablet,Mumbai,INR,12,0,0
2867,Zomato,Withdrawal,Credit Card,Desktop,Bangalore,INR,3,1,1
19911,Zomato,Transfer,Debit Card,Mobile,Mumbai,INR,22,0,0
22255,Myntra,Transfer,UPI,Tablet,Bangalore,INR,6,0,0
3008,Myntra,Purchase,Debit Card,Desktop,Chennai,INR,16,1,0
37048,Flipkart,Transfer,Net Banking,Mobile,Hyderabad,INR,18,0,1
48362,Reliance Digital,Transfer,Wallet,Mobile,Mumbai,INR,20,1,1
5621,Swiggy,Transfer,UPI,Desktop,Hyderabad,INR,12,1,1
5299,Myntra,Transfer,Wallet,Tablet,Hyderabad,INR,22,1,0
15871,Amazon India,Purchase,UPI,Tablet,Mumbai,INR,19,0,0
44349,Zomato,Withdrawal,Debit Card,Mobile,Mumbai,INR,19,0,0
10266,Myntra,Deposit,UPI,Mobile,Delhi,INR,21,1,0
1137,Reliance Digital,Transfer,Debit Card,Tablet,Hyderabad,INR,10,0,0
26127,Swiggy,Deposit,Debit Card,Mobile,Delhi,INR,6,0,0
36570,Zomato,Deposit,Credit Card,Tablet,Mumbai,INR,12,1,1
5176,Amazon India,Withdrawal,Credit Card,Mobile,Chennai,INR,14,1,0
48023,Amazon India,Purchase,UPI,Mobile,Delhi,INR,12,0,0
19535,Myntra,Purchase,Debit Card,Tablet,Hyderabad,INR,14,1,0
17760,Zomato,Purchase,UPI,Desktop,Hyderabad,INR,22,1,0
29251,Swiggy,Deposit,Wallet,Mobile,Chennai,INR,17,1,0
36618,Swiggy,Withdrawal,Net Banking,Desktop,Delhi,INR,16,0,1
6800,Myntra,Withdrawal,Debit Card,Mobile,Delhi,INR,23,1,0
13316,Amazon India,Deposit,Debit Card,Desktop,Chennai,INR,21,1,0
3530,Swiggy,Transfer,Wallet,Desktop,Mumbai,INR,3,1,1
43240,Amazon India,Deposit,Credit Card,Tablet,Chennai,INR,7,1,0
29186,Myntra,Withdrawal,Debit Card,Desktop,Mumbai,INR,8,0,0
31471,Zomato,Purchase,Credit Card,Desktop,Hyderabad,INR,3,0,1
19981,Reliance Digital,Deposit,Net Banking,Tablet,Bangalore,INR,17,0,0
33208,Myntra,Deposit,UPI,Mobile,Delhi,INR,15,0,0
24488,Swiggy,Purchase,Credit Card,Tablet,Hyderabad,INR,9,0,0
17293,Reliance Digital,Transfer,Credit Card,Desktop,Hyderabad,INR,14,0,1
16506,Amazon India,Withdrawal,Net Banking,Mobile,Hyderabad,INR,2,1,1
38477,Zomato,Purchase,Debit Card,Desktop,Chennai,INR,5,1,0
23231,Myntra,Withdrawal,Debit Card,Tablet,Delhi,INR,3,1,1
4254,Zomato,Purchase,Debit Card,Tablet,Chennai,INR,21,1,0
3853,Flipkart,Withdrawal,Wallet,Tablet,Hyderabad,INR,9,1,0
4834,Reliance Digital,Deposit,Wallet,Tablet,Bangalore,INR,20,1,0
49562,Reliance Digital,Withdrawal,Wallet,Tablet,Mumbai,INR,2,1,1
7215,Swiggy,Purchase,Wallet,Desktop,Bangalore,INR,13,0,0
34142,Amazon India,Withdrawal,Net Banking,Tablet,Hyderabad,INR,19,1,1
43929,Myntra,Purchase,Net Banking,Tablet,Hyderabad,INR,23,0,0
43080,Zomato,Purchase,UPI,Mobile,Delhi,INR,4,1,1
17816,Reliance Digital,Purchase,Wallet,Tablet,Bangalore,INR,19,0,0
33652,Flipkart,Transfer,Debit Card,Tablet,Bangalore,INR,19,1,1
33349,Myntra,Purchase,Wallet,Tablet,Bangalore,INR,16,1,0
3612,Reliance Digital,Purchase,UPI,Desktop,Hyderabad,INR,17,0,0
33696,Flipkart,Transfer,Wallet,Mobile,Hyderabad,INR,14,1,1
12281,Flipkart,Purchase,Wallet,Tablet,Bangalore,INR,7,1,0
13416,Myntra,Deposit,UPI,Desktop,Chennai,INR,16,0,0
45786,Flipkart,Withdrawal,Net Banking,Tablet,Hyderabad,INR,14,1,0
4871,Zomato,Deposit,Debit Card,Desktop,Delhi,INR,20,1,0
48442,Amazon India,Deposit,Net Banking,Mobile,Bangalore,INR,18,1,0
18997,Swiggy,Transfer,Net Banking,Desktop,Delhi,INR,20,1,0
31133,Zomato,Transfer,Credit Card,Desktop,Hyderabad,INR,17,0,1
43050,Swiggy,Deposit,Debit Card,Tablet,Delhi,INR,8,1,0
46537,Myntra,Withdrawal,Net Banking,Tablet,Delhi,INR,4,0,1
28443,Swiggy,Purchase,Debit Card,Tablet,Hyderabad,INR,18,0,0
42545,Amazon India,Transfer,UPI,Tablet,Hyderabad,INR,5,0,0
18684,Myntra,Purchase,Net Banking,Desktop,Chennai,INR,13,1,0
39451,Flipkart,Deposit,Debit Card,Desktop,Delhi,INR,23,1,1
4473,Myntra,Purchase,UPI,Desktop,Delhi,INR,23,1,0
21901,Myntra,Purchase,Wallet,Mobile,Mumbai,INR,5,1,0
40477,Swiggy,Purchase,Net Banking,Tablet,Hyderabad,INR,13,1,0
37196,Reliance Digital,Transfer,Wallet,Mobile,Mumbai,INR,3,0,1
41747,Zomato,Transfer,Net Banking,Tablet,Bangalore,INR,7,0,1
26166,Flipkart,Transfer,Net Banking,Mobile,Mumbai,INR,16,1,0
32221,Flipkart,Deposit,Credit Card,Mobile,Delhi,INR,9,0,0
12741,Flipkart,Deposit,Wallet,Mobile,Mumbai,INR,10,1,0
13087,Flipkart,Transfer,Debit Card,Tablet,Chennai,INR,4,0,0
31813,Reliance Digital,Purchase,Wallet,Desktop,Bangalore,INR,4,0,1
27047,Myntra,Purchase,Net Banking,Mobile,Delhi,INR,0,0,0
2873,Myntra,Deposit,Debit Card,Mobile,Chennai,INR,10,1,0
42679,Zomato,Transfer,Debit Card,Tablet,Bangalore,INR,8,1,1
44328,Zomato,Transfer,UPI,Mobile,Bangalore,INR,14,0,1
48996,Amazon India,Transfer,Net Banking,Mobile,Hyderabad,INR,8,0,0
16725,Flipkart,Deposit,Credit Card,Tablet,Mumbai,INR,8,0,0
29651,Zomato,Deposit,Credit Card,Desktop,Mumbai,INR,10,1,0
2397,Flipkart,Transfer,Wallet,Mobile,Mumbai,INR,20,0,0
48248,Zomato,Purchase,Credit Card,Tablet,Delhi,INR,14,1,1
14743,Reliance Digital,Withdrawal,Debit Card,Mobile,Bangalore,INR,9,0,0
4781,Zomato,Purchase,UPI,Desktop,Mumbai,INR,5,1,0
43981,Reliance Digital,Withdrawal,Net Banking,Mobile,Delhi,INR,19,1,0
26171,Reliance Digital,Deposit,Wallet,Tablet,Hyderabad,INR,21,1,0
49183,Zomato,Withdrawal,Credit Card,Tablet,Chennai,INR,19,1,1
4176,Zomato,Withdrawal,UPI,Desktop,Delhi,INR,12,1,0
49900,Flipkart,Withdrawal,Wallet,Mobile,Bangalore,INR,5,0,0
45637,Swiggy,Purchase,Wallet,Mobile,Hyderabad,INR,5,0,0
27192,Flipkart,Withdrawal,Credit Card,Desktop,Hyderabad,INR,18,1,0
22092,Zomato,Withdrawal,Credit Card,Desktop,Bangalore,INR,10,0,0
32360,Amazon India,Transfer,Debit Card,Desktop,Hyderabad,INR,0,0,1
9567,Myntra,Withdrawal,Wallet,Mobile,Delhi,INR,22,0,0
47965,Swiggy,Purchase,Net Banking,Tablet,Delhi,INR,17,0,0
49349,Myntra,Deposit,Wallet,Mobile,Mumbai,INR,9,0,0
15563,Flipkart,Withdrawal,Debit Card,Tablet,Delhi,INR,1,1,1
10340,Flipkart,Purchase,Credit Card,Mobile,Bangalore,INR,2,0,0
1012,Swiggy,Purchase,Wallet,Mobile,Delhi,INR,10,1,0
30517,Zomato,Transfer,Debit Card,Tablet,Bangalore,INR,14,1,1
40229,Swiggy,Purchase,Debit Card,Tablet,Chennai,INR,10,1,0
27774,Zomato,Purchase,Net Banking,Desktop,Bangalore,INR,3,0,0
13962,Myntra,Deposit,Net Banking,Mobile,Mumbai,INR,7,1,0
16630,Myntra,Transfer,Net Banking,Desktop,Bangalore,INR,16,0,1
21802,Swiggy,Deposit,Credit Card,Mobile,Bangalore,INR,20,0,0
41330,Swiggy,Transfer,Debit Card,Mobile,Bangalore,INR,19,0,0
12984,Myntra,Purchase,UPI,Tablet,Hyderabad,INR,7,0,0
20776,Swiggy,Purchase,Credit Card,Mobile,Chennai,INR,19,0,0
34522,Flipkart,Deposit,Net Banking,Tablet,Hyderabad,INR,22,1,1
44758,Swiggy,Purchase,Credit Card,Mobile,Bangalore,INR,17,0,0
9973,Swiggy,Deposit,Credit Card,Mobile,Hyderabad,INR,8,1,0
12754,Reliance Digital,Withdrawal,Wallet,Desktop,Hyderabad,INR,14,1,0
3075,Swiggy,Transfer,Net Banking,Desktop,Delhi,INR,19,0,0
4732,Myntra,Deposit,UPI,Tablet,Bangalore,INR,0,1,1
28815,Amazon India,Purchase,Wallet,Mobile,Bangalore,INR,16,0,0
8353,Amazon India,Purchase,Credit Card,Desktop,Hyderabad,INR,4,1,0
30956,Swiggy,Deposit,Debit Card,Desktop,Bangalore,INR,12,1,1
37013,Myntra,Purchase,Net Banking,Desktop,Delhi,INR,9,1,1
12201,Amazon India,Purchase,Debit Card,Tablet,Mumbai,INR,4,1,0
49937,Amazon India,Purchase,Net Banking,Tablet,Chennai,INR,8,0,1
6549,Flipkart,Withdrawal,Wallet,Tablet,Mumbai,INR,7,1,0
31001,Amazon India,Deposit,Wallet,Tablet,Bangalore,INR,14,1,0
17968,Amazon India,Transfer,UPI,Desktop,Delhi,INR,19,0,1
26654,Reliance Digital,Withdrawal,Wallet,Desktop,Delhi,INR,20,1,0
41030,Zomato,Transfer,Wallet,Mobile,Mumbai,INR,21,0,1
9504,Flipkart,Purchase,UPI,Tablet,Bangalore,INR,12,1,0
33512,Reliance Digital,Purchase,Debit Card,Desktop,Bangalore,INR,20,1,1
8240,Zomato,Withdrawal,Debit Card,Mobile,Mumbai,INR,6,1,0
16583,Reliance Digital,Withdrawal,UPI,Mobile,Bangalore,INR,20,1,0
34137,Zomato,Deposit,Wallet,Mobile,Chennai,INR,2,0,1
36961,Swiggy,Deposit,Net Banking,Mobile,Delhi,INR,0,1,1
44162,Reliance Digital,Deposit,Wallet,Mobile,Delhi,INR,12,1,1
40827,Amazon India,Deposit,Debit Card,Tablet,Delhi,INR,15,1,0
44928,Amazon India,Deposit,Debit Card,Desktop,Bangalore,INR,0,1,1
23546,Swiggy,Deposit,Net Banking,Tablet,Chennai,INR,16,1,0
6948,Swiggy,Withdrawal,Wallet,Tablet,Mumbai,INR,16,1,0
22231,Zomato,Withdrawal,Wallet,Tablet,Delhi,INR,8,0,0
5839,Amazon India,Withdrawal,Wallet,Tablet,Bangalore,INR,22,0,0
37378,Myntra,Purchase,Net Banking,Tablet,Hyderabad,INR,18,0,0
13291,Flipkart,Withdrawal,UPI,Tablet,Hyderabad,INR,20,0,0
25701,Reliance Digital,Purchase,Wallet,Tablet,Bangalore,INR,16,0,0
10546,Zomato,Deposit,Wallet,Tablet,Chennai,INR,4,1,1
39169,Flipkart,Purchase,Debit Card,Desktop,Delhi,INR,23,0,1
19147,Reliance Digital,Purchase,Net Banking,Desktop,Bangalore,INR,12,1,0
44109,Swiggy,Withdrawal,Debit Card,Desktop,Mumbai,INR,12,1,0
